energy_type,postcode,location_name,consumption_level_kwh,provider,product,unit_rate_ct_per_kwh,standing_charge_eur_per_year,signup_bonus,price_guarantee_months,contract_length_months
GAS,71691,Freiberg,12000,NEW Energie,NEWgas online,10.18,84.72,198.44,12,12 Monate
GAS,71691,Freiberg,12000,SAUBER ENERGIE,SAUBER GAS Natur&Wald,10.06,42.84,30,12,12 Monate
GAS,71691,Freiberg,12000,SCHARR WÄRME,SCHARRMANT Erdgas 24,10.42,137.1,170,24,24 Monate
GAS,71691,Freiberg,12000,SachsenEnergie Versorgung,Erdgas 12,10.39,153.74,292.88,12,12 Monate
GAS,71691,Freiberg,12000,Stadtwerke München,M-Erdgas Fix,10.69,187.03,317,12,12 Monate
GAS,71691,Freiberg,12000,Stadtwerke Schwerin,meckpommGAS 12,10.66,126.37,210.83,12,12 Monate
GAS,71691,Freiberg,12000,TEAG Thüringer Energie,TEAG.Gas direkt,10.42,128.53,258,12,12 Monate
GAS,71691,Freiberg,12000,Vattenfall Sales,Bio12 Gas 15,10.34,190.8,270,12,12 Monate
GAS,71691,Freiberg,12000,Vattenfall Sales,Bio24 Gas 15,10.64,190.8,270,24,24 Monate
GAS,71691,Freiberg,12000,Vattenfall Sales,Easy12 Gas,9.88,190.8,270,12,12 Monate
GAS,71691,Freiberg,12000,Vattenfall Sales,Easy24 Gas,10.14,190.8,285,24,24 Monate
GAS,71691,Freiberg,12000,Vattenfall Sales,Natur12 Gas,9.98,190.8,270,12,12 Monate
GAS,71691,Freiberg,12000,Vattenfall Sales,Natur24 Gas,10.24,190.8,285,24,24 Monate
GAS,71691,Freiberg,12000,Yello Strom,Mein Yello Gas Basic,10.79,124.21,198.66,12,12 Monate
GAS,71691,Freiberg,12000,eins energie in sachsen,einsErdgas Online,10.07,87.81,116.98,12,12 Monate
GAS,71691,Freiberg,12000,enercity,enercity Gas natürlich garantiert,10.22,144.22,265,12,12 Monate
GAS,71691,Freiberg,12000,eprimo,eprimo Erdgas PrimaKlima,6.9,524.85,246.08,12,12 Monate
GAS,71691,Freiberg,12000,goldgas,goldgas green12 Gas,10.61,145.1,306.72,12,12 Monate
GAS,71691,Freiberg,12000,goldgas,goldgas sicher12 Gas,10.07,145.1,235.65,12,12 Monate
GAS,71691,Freiberg,12000,goldgas,goldgas sicher24 Gas,10.01,140.35,233.95,24,24 Monate
GAS,71691,Freiberg,15000,Brillant Energie,Brillant Gas Natur 24,10.54,84.72,180,24,24 Monate
GAS,71691,Freiberg,15000,E WIE EINFACH,EinfachGünstig Gas,10.58,147.6,330,12,12 Monate
GAS,71691,Freiberg,15000,E WIE EINFACH,MeinSmartTarif Gas,10.58,147.6,350,24,24 Monate
GAS,71691,Freiberg,15000,ENTEGA,ENTEGA Biogas,10.98,96.62,270,12,12 Monate
GAS,71691,Freiberg,15000,ENTEGA,ENTEGA Ökogas eco,10.29,91.86,280,12,12 Monate
GAS,71691,Freiberg,15000,ENTEGA,ENTEGA Ökogas fix 24,10.16,120,350,24,24 Monate
GAS,71691,Freiberg,15000,EWE Vertrieb,EWE Gas basis,11.44,113.96,345,12,12 Monate
GAS,71691,Freiberg,15000,EnBW,Komfortabel und Sicher Privatgas,11.23,103.88,346,18,12 Monate
GAS,71691,Freiberg,15000,Erdgas Südwest,gas smart,10.39,36.77,92,12,12 Monate
GAS,71691,Freiberg,15000,ExtraEnergie,extraenergie Gas 24 Bonus,11.94,102.96,549.25,24,24 Monate
GAS,71691,Freiberg,15000,GGEW,GGEW Gas Vario,9.56,60.69,0,12,12 Monate
GAS,71691,Freiberg,15000,Grünwelt Wärmestrom,Gas Bonus 24,9.12,511.59,572.94,24,24 Monate
GAS,71691,Freiberg,15000,Grünwelt Wärmestrom,Gas Classic,7.18,428.64,0,12,12 Monate
GAS,71691,Freiberg,15000,Grünwelt Wärmestrom,Gas Easy 12,8.72,511.59,474,12,12 Monate
GAS,71691,Freiberg,15000,KlickEnergie,KlickGas,10.18,84.37,125,12,12 Monate
GAS,71691,Freiberg,15000,MONTANA,Erdgas Garant (12M),10.69,168.22,290.67,12,12 Monate
GAS,71691,Freiberg,15000,MONTANA,Erdgas Garant (24M),10.15,168.22,303.63,24,24 Monate
GAS,71691,Freiberg,15000,Mainova,Mainova Erdgas Online 12,10.24,175,309.12,12,12 Monate
GAS,71691,Freiberg,15000,Mainova,Mainova Erdgas Online 12 Klimaplus,10.59,175,309.12,12,12 Monate
GAS,71691,Freiberg,15000,Mark-E,Online Gas,9.89,114.47,100,12,12 Monate
GAS,71691,Freiberg,15000,NEW Energie,Blauer Himmel Gas,10.42,84.72,271.34,12,12 Monate
GAS,71691,Freiberg,15000,NEW Energie,NEWgas ideal 24,10.06,84.72,245.97,24,24 Monate
GAS,71691,Freiberg,15000,NEW Energie,NEWgas online,10.18,84.72,265.15,12,12 Monate
GAS,71691,Freiberg,15000,SCHARR WÄRME,SCHARRMANT Erdgas 24,10.42,137.1,195,24,24 Monate
GAS,71691,Freiberg,15000,SachsenEnergie Versorgung,Erdgas 12,10.39,153.74,351.46,12,12 Monate
GAS,71691,Freiberg,15000,Stadtwerke München,M-Erdgas Fix,10.69,187.03,348,12,12 Monate
GAS,71691,Freiberg,15000,Stadtwerke Schwerin,meckpommGAS 12,10.66,126.37,258.8,12,12 Monate
GAS,71691,Freiberg,15000,TEAG Thüringer Energie,TEAG.Gas direkt,10.42,128.53,315,12,12 Monate
GAS,71691,Freiberg,15000,Vattenfall Sales,Bio12 Gas 15,10.34,190.8,327,12,12 Monate
GAS,71691,Freiberg,15000,Vattenfall Sales,Bio24 Gas 15,10.64,190.8,327,24,24 Monate
GAS,71691,Freiberg,15000,Vattenfall Sales,Easy12 Gas,9.88,190.8,327,12,12 Monate
GAS,71691,Freiberg,15000,Vattenfall Sales,Easy24 Gas,10.14,190.8,342,24,24 Monate
GAS,71691,Freiberg,15000,Vattenfall Sales,Natur12 Gas,9.98,190.8,327,12,12 Monate
GAS,71691,Freiberg,15000,Vattenfall Sales,Natur24 Gas,10.24,190.8,342,24,24 Monate
GAS,71691,Freiberg,15000,eins energie in sachsen,einsErdgas Online,10.07,87.81,143.35,12,12 Monate
GAS,71691,Freiberg,15000,enercity,enercity Gas natürlich garantiert,10.22,144.22,222,12,12 Monate
GAS,71691,Freiberg,15000,eprimo,eprimo Erdgas PrimaKlima,7.5,527.88,306.27,12,12 Monate
GAS,71691,Freiberg,15000,goldgas,goldgas green12 Gas,10.6,168.9,342.93,12,12 Monate
GAS,71691,Freiberg,15000,goldgas,goldgas sicher12 Gas,10.06,168.9,301.57,12,12 Monate
GAS,71691,Freiberg,15000,goldgas,goldgas sicher24 Gas,10.01,166.53,306.78,24,24 Monate
GAS,71691,Freiberg,15000,idealenergie,heim gas premium B,9.76,358.6,333.36,12,12 Monate
GAS,71691,Freiberg,17000,Brillant Energie,Brillant Gas Natur 24,10.39,84.72,180,24,24 Monate
GAS,71691,Freiberg,17000,E WIE EINFACH,EinfachGünstig Gas,10.56,147.6,330,12,12 Monate
GAS,71691,Freiberg,17000,E WIE EINFACH,MeinSmartTarif Gas,10.56,147.6,350,24,24 Monate
GAS,71691,Freiberg,17000,ENTEGA,ENTEGA Biogas,10.98,96.62,270,12,12 Monate
GAS,71691,Freiberg,17000,ENTEGA,ENTEGA Ökogas eco,10.29,91.86,280,12,12 Monate
GAS,71691,Freiberg,17000,ENTEGA,ENTEGA Ökogas fix 24,10.16,120,350,24,24 Monate
GAS,71691,Freiberg,17000,EnBW,Komfortabel und Sicher Privatgas,11.19,110.23,375,18,12 Monate
GAS,71691,Freiberg,17000,ExtraEnergie,extraenergie Gas 24 Bonus,11.94,102.96,618.5,24,24 Monate
GAS,71691,Freiberg,17000,GGEW,GGEW Gas Vario,9.56,60.69,0,12,12 Monate
GAS,71691,Freiberg,17000,Grünwelt Wärmestrom,Gas Bonus 24,9.12,601.42,660.77,24,24 Monate
GAS,71691,Freiberg,17000,Grünwelt Wärmestrom,Gas Classic,7.39,428.71,0,12,12 Monate
GAS,71691,Freiberg,17000,Grünwelt Wärmestrom,Gas Easy 12,8.72,601.42,543,12,12 Monate
GAS,71691,Freiberg,17000,KlickEnergie,KlickGas,10.18,84.37,125,12,12 Monate
GAS,71691,Freiberg,17000,LichtBlick,LichtBlick Gas Komfort 12,8.28,424.69,146.58,12,12 Monate
GAS,71691,Freiberg,17000,MAINGAU Energie,MAINGAU-GasKomfort,8.4,180,0,12,12 Monate
GAS,71691,Freiberg,17000,MONTANA,Erdgas Garant (12M),10.72,168.22,323.64,12,12 Monate
GAS,71691,Freiberg,17000,MONTANA,Erdgas Garant (24M),10.19,168.22,334.99,24,24 Monate
GAS,71691,Freiberg,17000,Mainova,Mainova Erdgas Online 12,10.24,175,341.7,12,12 Monate
GAS,71691,Freiberg,17000,Mainova,Mainova Erdgas Online 12 Klimaplus,10.59,175,341.7,12,12 Monate
GAS,71691,Freiberg,17000,NEW Energie,Blauer Himmel Gas,10.42,84.72,292.41,12,12 Monate
GAS,71691,Freiberg,17000,NEW Energie,NEWgas ideal 24,10.06,84.72,251.13,24,24 Monate
GAS,71691,Freiberg,17000,NEW Energie,NEWgas online,10.18,84.72,272.52,12,12 Monate
GAS,71691,Freiberg,17000,SachsenEnergie Versorgung,Erdgas 12,10.39,153.74,361.46,12,12 Monate
GAS,71691,Freiberg,17000,Stadtwerke München,M-Erdgas Fix,10.69,187.03,368,12,12 Monate
GAS,71691,Freiberg,17000,Stadtwerke Schwerin,meckpommGAS 12,10.66,126.37,290.78,12,12 Monate
GAS,71691,Freiberg,17000,TEAG Thüringer Energie,TEAG.Gas direkt,10.42,128.53,344,12,12 Monate
GAS,71691,Freiberg,17000,Vattenfall Sales,Bio12 Gas 15,10.34,190.8,329,12,12 Monate
GAS,71691,Freiberg,17000,Vattenfall Sales,Bio24 Gas 15,10.64,190.8,329,24,24 Monate
GAS,71691,Freiberg,17000,Vattenfall Sales,Easy12 Gas,9.88,190.8,329,12,12 Monate
GAS,71691,Freiberg,17000,Vattenfall Sales,Easy24 Gas,10.14,190.8,344,24,24 Monate
GAS,71691,Freiberg,17000,Vattenfall Sales,Natur12 Gas,9.98,190.8,329,12,12 Monate
GAS,71691,Freiberg,17000,Vattenfall Sales,Natur24 Gas,10.24,190.8,344,24,24 Monate
GAS,71691,Freiberg,17000,Yippie,Comfort Yippie Gas,9.27,72.82,0,12,12 Monate
GAS,71691,Freiberg,17000,eins energie in sachsen,einsErdgas Online,10.07,87.81,157.17,12,12 Monate
GAS,71691,Freiberg,17000,enercity,enercity Gas natürlich garantiert,10.22,144.22,237,12,12 Monate
GAS,71691,Freiberg,17000,eprimo,eprimo Erdgas PrimaKlima,7.73,536.39,309.45,12,12 Monate
GAS,71691,Freiberg,17000,goldgas,goldgas green12 Gas,10.59,181.99,365.08,12,12 Monate
GAS,71691,Freiberg,17000,goldgas,goldgas sicher12 Gas,10.06,181.99,330.89,12,12 Monate
GAS,71691,Freiberg,17000,goldgas,goldgas sicher24 Gas,10.01,183.19,323.68,24,24 Monate
GAS,71691,Freiberg,17000,idealenergie,heim gas premium B,9.8,358.6,363.73,12,12 Monate
GAS,71691,Freiberg,18000,Brillant Energie,Brillant Gas Natur 24,10.33,84.72,180,24,24 Monate
GAS,71691,Freiberg,18000,E WIE EINFACH,EinfachGünstig Gas,10.55,147.6,330,12,12 Monate
GAS,71691,Freiberg,18000,E WIE EINFACH,MeinSmartTarif Gas,10.55,147.6,350,24,24 Monate
GAS,71691,Freiberg,18000,ENTEGA,ENTEGA Ökogas eco,10.29,91.86,280,12,12 Monate
GAS,71691,Freiberg,18000,ENTEGA,ENTEGA Ökogas fix 24,10.16,120,350,24,24 Monate
GAS,71691,Freiberg,18000,EnBW,Komfortabel und Sicher Privatgas,11.19,110.23,403,18,12 Monate
GAS,71691,Freiberg,18000,ExtraEnergie,extraenergie Gas 12 Bonus,12.11,105.6,685.62,12,12 Monate
GAS,71691,Freiberg,18000,ExtraEnergie,extraenergie Gas 24 Bonus,11.64,115.56,619.01,24,24 Monate
GAS,71691,Freiberg,18000,GGEW,GGEW Gas Vario,9.56,60.69,0,12,12 Monate
GAS,71691,Freiberg,18000,Grünwelt Wärmestrom,Gas Bonus 24,9.56,518.08,686.83,24,24 Monate
GAS,71691,Freiberg,18000,Grünwelt Wärmestrom,Gas Easy 12,9.16,518.08,565,12,12 Monate
GAS,71691,Freiberg,18000,KlickEnergie,KlickGas,10.18,84.37,190,12,12 Monate
GAS,71691,Freiberg,18000,LichtBlick,LichtBlick Gas Komfort 12,8.28,424.69,153.21,12,12 Monate
GAS,71691,Freiberg,18000,MAINGAU Energie,MAINGAU-GasKomfort,8.45,180,0,12,12 Monate
GAS,71691,Freiberg,18000,MONTANA,Erdgas Garant (12M),10.83,168.22,367.62,12,12 Monate
GAS,71691,Freiberg,18000,MONTANA,Erdgas Garant (24M),10.31,168.22,403.47,24,24 Monate
GAS,71691,Freiberg,18000,MONTANA,Erdgas Garant (24M) Biogas10,11.26,168.22,429.18,24,24 Monate
GAS,71691,Freiberg,18000,Mainova,Mainova Erdgas Online 12,10.24,175,362.22,12,12 Monate
GAS,71691,Freiberg,18000,Mainova,Mainova Erdgas Online 12 Klimaplus,10.59,175,362.22,12,12 Monate
GAS,71691,Freiberg,18000,NEW Energie,Blauer Himmel Gas,10.42,84.72,323.01,12,12 Monate
GAS,71691,Freiberg,18000,NEW Energie,NEWgas ideal 24,10.06,84.72,287.47,24,24 Monate
GAS,71691,Freiberg,18000,NEW Energie,NEWgas online,10.18,84.72,312.31,12,12 Monate
GAS,71691,Freiberg,18000,SachsenEnergie Versorgung,Erdgas 12,10.39,153.74,402.47,12,12 Monate
GAS,71691,Freiberg,18000,Stadtwerke München,M-Erdgas Fix,10.69,187.03,378,12,12 Monate
GAS,71691,Freiberg,18000,Stadtwerke Schwerin,meckpommGAS 12,10.66,126.37,306.77,12,12 Monate
GAS,71691,Freiberg,18000,TEAG Thüringer Energie,TEAG.Gas direkt,10.42,128.53,344,12,12 Monate
GAS,71691,Freiberg,18000,Vattenfall Sales,Bio12 Gas 15,10.34,190.8,366,12,12 Monate
GAS,71691,Freiberg,18000,Vattenfall Sales,Bio24 Gas 15,10.64,190.8,366,24,24 Monate
GAS,71691,Freiberg,18000,Vattenfall Sales,Easy12 Gas,9.88,190.8,366,12,12 Monate
GAS,71691,Freiberg,18000,Vattenfall Sales,Easy24 Gas,10.14,190.8,381,24,24 Monate
GAS,71691,Freiberg,18000,Vattenfall Sales,Natur12 Gas,9.98,190.8,366,12,12 Monate
GAS,71691,Freiberg,18000,Vattenfall Sales,Natur24 Gas,10.24,190.8,381,24,24 Monate
GAS,71691,Freiberg,18000,Yippie,Comfort Yippie Gas,9.28,72.82,0,12,12 Monate
GAS,71691,Freiberg,18000,eins energie in sachsen,einsErdgas Online,10.07,87.81,180,12,12 Monate
GAS,71691,Freiberg,18000,enercity,enercity Gas natürlich garantiert,10.22,144.22,250,12,12 Monate
GAS,71691,Freiberg,18000,eprimo,eprimo Erdgas PrimaKlima,7.73,536.39,324.38,12,12 Monate
GAS,71691,Freiberg,18000,eprimo,eprimo Erdgas PrimaKlima Pur,7.23,470.23,0,12,12 Monate
GAS,71691,Freiberg,18000,goldgas,goldgas green12 Gas,10.59,190.32,375.66,12,12 Monate
GAS,71691,Freiberg,18000,goldgas,goldgas sicher12 Gas,10.06,190.32,375,12,12 Monate
GAS,71691,Freiberg,18000,goldgas,goldgas sicher24 Gas,10,184.38,362.77,24,24 Monate
GAS,71691,Freiberg,18000,idealenergie,heim gas premium B,9.77,358.6,417.58,12,12 Monate
GAS,71691,Freiberg,20000,Brillant Energie,Brillant Gas Natur 24,10.25,84.72,180,24,24 Monate
GAS,71691,Freiberg,20000,E WIE EINFACH,EinfachGünstig Gas,10.5,147.6,330,12,12 Monate
GAS,71691,Freiberg,20000,E WIE EINFACH,MeinSmartTarif Gas,10.5,147.6,350,24,24 Monate
GAS,71691,Freiberg,20000,ENTEGA,ENTEGA Ökogas eco,10.29,91.86,340,12,12 Monate
GAS,71691,Freiberg,20000,ENTEGA,ENTEGA Ökogas fix 24,10.16,120,364,24,24 Monate
GAS,71691,Freiberg,20000,EnBW,Komfortabel und Sicher Privatgas,11.19,110.23,420,18,12 Monate
GAS,71691,Freiberg,20000,ExtraEnergie,extraenergie Gas 12 Bonus,12.12,118.08,762.62,12,12 Monate
GAS,71691,Freiberg,20000,ExtraEnergie,extraenergie Gas 24 Bonus,11.82,142.08,726.76,24,24 Monate
GAS,71691,Freiberg,20000,Grünwelt Wärmestrom,Gas Bonus 24,9.78,529.72,757.86,24,24 Monate
GAS,71691,Freiberg,20000,Grünwelt Wärmestrom,Gas Classic,7.73,429.6,0,12,12 Monate
GAS,71691,Freiberg,20000,Grünwelt Wärmestrom,Gas Easy 12,9.37,532.1,626,12,12 Monate
GAS,71691,Freiberg,20000,KlickEnergie,KlickGas,10.18,84.37,190,12,12 Monate
GAS,71691,Freiberg,20000,LichtBlick,LichtBlick Gas Komfort 12,8.28,424.69,166.46,12,12 Monate
GAS,71691,Freiberg,20000,MAINGAU Energie,MAINGAU-GasKomfort,8.52,180,0,12,12 Monate
GAS,71691,Freiberg,20000,MAXENERGY,MAX Basic Gas 12,9.4,96.27,0,12,12 Monate
GAS,71691,Freiberg,20000,MONTANA,Erdgas Garant (12M),10.85,168.22,400.82,12,12 Monate
GAS,71691,Freiberg,20000,MONTANA,Erdgas Garant (24M),10.32,168.22,434.75,24,24 Monate
GAS,71691,Freiberg,20000,MONTANA,Erdgas Garant (24M) Biogas10,11.27,168.22,463.31,24,24 Monate
GAS,71691,Freiberg,20000,Mainova,Mainova Erdgas Online 12,10.24,175,364.35,12,12 Monate
GAS,71691,Freiberg,20000,Mainova,Mainova Erdgas Online 12 Klimaplus,10.59,175,364.35,12,12 Monate
GAS,71691,Freiberg,20000,NEW Energie,Blauer Himmel Gas,10.4,88.41,347.83,12,12 Monate
GAS,71691,Freiberg,20000,NEW Energie,NEWgas ideal 24,10.06,84.72,306.45,24,24 Monate
GAS,71691,Freiberg,20000,NEW Energie,NEWgas online,10.16,88.41,338.96,12,12 Monate
GAS,71691,Freiberg,20000,SachsenEnergie Versorgung,Erdgas 12,10.39,153.74,418.22,12,12 Monate
GAS,71691,Freiberg,20000,Stadtwerke München,M-Erdgas Fix,10.69,187.03,398,12,12 Monate
GAS,71691,Freiberg,20000,Stadtwerke Schwerin,meckpommGAS 12,10.66,126.37,338.75,12,12 Monate
GAS,71691,Freiberg,20000,TEAG Thüringer Energie,TEAG.Gas direkt,10.42,128.53,373,12,12 Monate
GAS,71691,Freiberg,20000,Vattenfall Sales,Bio12 Gas 15,10.48,190.8,385,12,12 Monate
GAS,71691,Freiberg,20000,Vattenfall Sales,Bio24 Gas 15,10.78,190.8,385,24,24 Monate
GAS,71691,Freiberg,20000,Vattenfall Sales,Easy12 Gas,9.98,190.8,385,12,12 Monate
GAS,71691,Freiberg,20000,Vattenfall Sales,Easy24 Gas,10.12,190.8,400,24,24 Monate
GAS,71691,Freiberg,20000,Vattenfall Sales,Natur12 Gas,10.08,190.8,385,12,12 Monate
GAS,71691,Freiberg,20000,Vattenfall Sales,Natur24 Gas,10.22,190.8,400,24,24 Monate
GAS,71691,Freiberg,20000,Yippie,Comfort Yippie Gas,9.29,72.82,0,12,12 Monate
GAS,71691,Freiberg,20000,eins energie in sachsen,einsErdgas Online,10.07,87.81,180,12,12 Monate
GAS,71691,Freiberg,20000,enercity,enercity Gas natürlich garantiert,10.22,144.22,267,12,12 Monate
GAS,71691,Freiberg,20000,eprimo,eprimo Erdgas PrimaKlima,8,550.32,365.97,12,12 Monate
GAS,71691,Freiberg,20000,goldgas,goldgas green12 Gas,10.57,187.94,395.98,12,12 Monate
GAS,71691,Freiberg,20000,goldgas,goldgas sicher12 Gas,10.04,187.94,375,12,12 Monate
GAS,71691,Freiberg,20000,goldgas,goldgas sicher24 Gas,9.99,195.09,382.35,24,24 Monate
GAS,71691,Freiberg,20000,idealenergie,heim gas premium B,9.81,358.6,447.95,12,12 Monate
GAS,71691,Freiberg,25000,Brillant Energie,Brillant Gas Natur 24,10.19,100.31,180,24,24 Monate
GAS,71691,Freiberg,25000,E WIE EINFACH,EinfachGünstig Gas,10.44,147.6,342.53,12,12 Monate
GAS,71691,Freiberg,25000,E WIE EINFACH,MeinSmartTarif Gas,10.44,147.6,350,24,24 Monate
GAS,71691,Freiberg,25000,ENTEGA,ENTEGA Ökogas eco,10.29,91.86,340,12,12 Monate
GAS,71691,Freiberg,25000,ENTEGA,ENTEGA Ökogas fix 24,10.16,120,412,24,24 Monate
GAS,71691,Freiberg,25000,ExtraEnergie,extraenergie Gas 12 Bonus,12.03,110.64,873.08,12,12 Monate
GAS,71691,Freiberg,25000,ExtraEnergie,extraenergie Gas 24 Bonus,11.93,150.72,908.63,24,24 Monate
GAS,71691,Freiberg,25000,GGEW,GGEW Gas Vario,9.56,65.45,0,12,12 Monate
GAS,71691,Freiberg,25000,Grünwelt Wärmestrom,Gas Bonus 24,8.58,1013.88,950.83,24,24 Monate
GAS,71691,Freiberg,25000,Grünwelt Wärmestrom,Gas Easy 12,8.18,1013.88,796,12,12 Monate
GAS,71691,Freiberg,25000,KlickEnergie,KlickGas,10.18,84.37,190,12,12 Monate
GAS,71691,Freiberg,25000,LichtBlick,LichtBlick Gas 12,8.69,456.82,210.35,12,12 Monate
GAS,71691,Freiberg,25000,LichtBlick,LichtBlick Gas 24,8.37,526.79,183.35,24,24 Monate
GAS,71691,Freiberg,25000,LichtBlick,LichtBlick Gas Komfort 12,8.28,424.69,199.58,12,12 Monate
GAS,71691,Freiberg,25000,MAINGAU Energie,MAINGAU-GasKomfort,8.77,180,0,12,12 Monate
GAS,71691,Freiberg,25000,MAXENERGY,MAX Basic Gas 12,9.42,96.27,0,12,12 Monate
GAS,71691,Freiberg,25000,MONTANA,Erdgas Garant (12M),10.89,168.22,483.56,12,12 Monate
GAS,71691,Freiberg,25000,MONTANA,Erdgas Garant (24M),10.35,168.22,513.47,24,24 Monate
GAS,71691,Freiberg,25000,MONTANA,Erdgas Garant (24M) Biogas10,11.31,168.22,549.17,24,24 Monate
GAS,71691,Freiberg,25000,Mainova,Mainova Erdgas Online 12,10.24,175,439.96,12,12 Monate
GAS,71691,Freiberg,25000,Mainova,Mainova Erdgas Online 12 Klimaplus,10.59,175,439.96,12,12 Monate
GAS,71691,Freiberg,25000,NEW Energie,Blauer Himmel Gas,10.4,88.41,393.53,12,12 Monate
GAS,71691,Freiberg,25000,NEW Energie,NEWgas ideal 24,10.04,88.41,317.41,24,24 Monate
GAS,71691,Freiberg,25000,NEW Energie,NEWgas online,10.16,88.41,362.4,12,12 Monate
GAS,71691,Freiberg,25000,SachsenEnergie Versorgung,Erdgas 12,10.39,153.74,410.53,12,12 Monate
GAS,71691,Freiberg,25000,Stadtwerke München,M-Erdgas Fix,10.69,187.03,449,12,12 Monate
GAS,71691,Freiberg,25000,Stadtwerke Schwerin,meckpommGAS 12,10.64,130.06,350,12,12 Monate
GAS,71691,Freiberg,25000,TEAG Thüringer Energie,TEAG.Gas direkt,10.42,128.53,380,12,12 Monate
GAS,71691,Freiberg,25000,Vattenfall Sales,Bio12 Gas 15,10.54,190.8,387,12,12 Monate
GAS,71691,Freiberg,25000,Vattenfall Sales,Easy12 Gas,10.02,190.8,387,12,12 Monate
GAS,71691,Freiberg,25000,Vattenfall Sales,Easy24 Gas,10.18,190.8,402,24,24 Monate
GAS,71691,Freiberg,25000,Vattenfall Sales,Natur12 Gas,10.12,190.8,387,12,12 Monate
GAS,71691,Freiberg,25000,Vattenfall Sales,Natur24 Gas,10.28,190.8,402,24,24 Monate
GAS,71691,Freiberg,25000,Yippie,Comfort Yippie Gas,9.32,104.83,0,12,12 Monate
GAS,71691,Freiberg,25000,eins energie in sachsen,einsErdgas Online,10.06,91.17,180,12,12 Monate
GAS,71691,Freiberg,25000,enercity,enercity Gas natürlich garantiert,10.22,144.22,242,12,12 Monate
GAS,71691,Freiberg,25000,eprimo,eprimo Erdgas PrimaKlima,7.03,889.06,382.15,12,12 Monate
GAS,71691,Freiberg,25000,eprimo,eprimo Erdgas PrimaKlima Pur,6.48,837.59,0,12,12 Monate
GAS,71691,Freiberg,25000,goldgas,goldgas green12 Gas,10.55,214.12,400,12,12 Monate
GAS,71691,Freiberg,25000,goldgas,goldgas sicher12 Gas,10.02,214.12,375,12,12 Monate
GAS,71691,Freiberg,25000,goldgas,goldgas sicher24 Gas,9.97,222.46,400,24,24 Monate
GAS,71691,Freiberg,30000,Brillant Energie,Brillant Gas Natur 24,10.16,100.31,180,24,24 Monate
GAS,71691,Freiberg,30000,ENTEGA,ENTEGA Ökogas eco,10.29,91.86,340,12,12 Monate
GAS,71691,Freiberg,30000,ENTEGA,ENTEGA Ökogas fix 24,10.16,120,433,24,24 Monate
GAS,71691,Freiberg,30000,ExtraEnergie,extraenergie Gas 12 Bonus,12.03,109.44,1078.35,12,12 Monate
GAS,71691,Freiberg,30000,ExtraEnergie,extraenergie Gas 24 Bonus,11.62,144.48,907.62,24,24 Monate
GAS,71691,Freiberg,30000,GGEW,GGEW Gas Vario,9.57,77.35,0,12,12 Monate
GAS,71691,Freiberg,30000,Grünwelt Wärmestrom,Gas Bonus 24,9.11,954.65,1029.15,24,24 Monate
GAS,71691,Freiberg,30000,Grünwelt Wärmestrom,Gas Classic,7.16,779.68,0,12,12 Monate
GAS,71691,Freiberg,30000,Grünwelt Wärmestrom,Gas Easy 12,8.71,954.65,852,12,12 Monate
GAS,71691,Freiberg,30000,KlickEnergie,KlickGas,10.18,84.37,190,12,12 Monate
GAS,71691,Freiberg,30000,LichtBlick,LichtBlick Gas 12,8.69,456.82,245.11,12,12 Monate
GAS,71691,Freiberg,30000,LichtBlick,LichtBlick Gas 24,8.37,526.79,212.65,24,24 Monate
GAS,71691,Freiberg,30000,LichtBlick,LichtBlick Gas Komfort 12,8.28,424.69,232.7,12,12 Monate
GAS,71691,Freiberg,30000,LogoEnergie,LOGO Gas clever,9.7,57.12,0,12,12 Monate
GAS,71691,Freiberg,30000,MAINGAU Energie,MAINGAU-GasKomfort,8.85,180,0,12,12 Monate
GAS,71691,Freiberg,30000,MAXENERGY,MAX Basic Gas 12,9.43,96.27,0,12,12 Monate
GAS,71691,Freiberg,30000,MONTANA,Erdgas Basic (12M),9.27,168.22,0,12,12 Monate
GAS,71691,Freiberg,30000,MONTANA,Erdgas Garant (12M),10.9,168.22,565.75,12,12 Monate
GAS,71691,Freiberg,30000,MONTANA,Erdgas Garant (24M),10.36,168.22,591.65,24,24 Monate
GAS,71691,Freiberg,30000,MONTANA,Erdgas Garant (24M) Biogas10,11.32,168.22,634.49,24,24 Monate
GAS,71691,Freiberg,30000,Mainova,Mainova Erdgas Online 12,10.24,175,473.15,12,12 Monate
GAS,71691,Freiberg,30000,Mainova,Mainova Erdgas Online 12 Klimaplus,10.59,175,473.15,12,12 Monate
GAS,71691,Freiberg,30000,NEW Energie,Blauer Himmel Gas,10.4,88.41,416.81,12,12 Monate
GAS,71691,Freiberg,30000,NEW Energie,NEWgas ideal 24,10.04,88.41,336.61,24,24 Monate
GAS,71691,Freiberg,30000,NEW Energie,NEWgas online,10.16,88.41,417.73,12,12 Monate
GAS,71691,Freiberg,30000,SachsenEnergie Versorgung,Erdgas 12,10.39,153.74,414.75,12,12 Monate
GAS,71691,Freiberg,30000,Stadtwerke München,M-Erdgas Fix,10.69,187.03,499,12,12 Monate
GAS,71691,Freiberg,30000,TEAG Thüringer Energie,TEAG.Gas direkt,10.42,128.53,380,12,12 Monate
GAS,71691,Freiberg,30000,Vattenfall Sales,Easy12 Gas,10.1,190.8,382,12,12 Monate
